tableName;tableExtends;tableType;columnName;columnType;key;required;refSchema;refTable;refLink;refBack;refLabel;defaultValue;validation;visible;computed;semantics;profiles;label;description
visits_synostosis;;;morphological;heading;;false;;;;;;;;"typeVisit?.name=== ""preoperativeVisit"" || typeVisit?.name=== ""followUp1Yr"" || typeVisit?.name=== ""followUp2Yr"" || typeVisit?.name=== ""followUp4Yr"" || typeVisit?.name=== ""followUp6Yr"" || typeVisit?.name=== ""followUp21Yr""";;;;Morphological;
visits_synostosis;;;sagittal_photoscore;heading;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";;;;Photoscore;Score on photographs in 3 directions on a four-point scale: normal, mild, moderate, severe
visits_synostosis;;;sagittal_photo1;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";;;;Frontal bossing;Pronounced and prominent forehead with abnormal bulging of forehead
visits_synostosis;;;sagittal_photo2;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";;;;Occipital bullet;Abnormal bulging / pronounced and prominent occiput
visits_synostosis;;;sagittal_photo3;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";;;;Temporal hollowing / pinching;Abnormal temporal hollowing/pinching above the supraorbital bar on the lateral sides of the forehead
visits_synostosis;;;sagittal_photo4;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";;;;Elongated appearance of the skull;Abnormally long skull shape
visits_synostosis;;;sagittal_photo5;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";;;;Biparietal narrowness;Abnormally long skull shape
visits_synostosis;;;sagittal_photo6;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";;;;Vertex line depression;Posterior part of the skull
visits_synostosis;;;sagittal_photo_overall;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";;;;Overall phenotype;
visits_synostosis;;;sagittal_photo_total;int;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""sagittal"")";parseInt(((typeof sagittal_photo1=== 'undefined')?0:sagittal_photo1?.name) || 0 )+parseInt(((typeof sagittal_photo2=== 'undefined')?0:sagittal_photo2?.name) || 0)+parseInt(((typeof sagittal_photo3=== 'undefined')?0:sagittal_photo3?.name) || 0)+parseInt(((typeof sagittal_photo4=== 'undefined')?0:sagittal_photo4?.name) || 0)+parseInt(((typeof sagittal_photo5=== 'undefined')?0:sagittal_photo5?.name) || 0)+parseInt(((typeof sagittal_photo6=== 'undefined')?0:sagittal_photo6?.name)|| 0);;;Total phenotype;
visits_synostosis;;;metopic_photoscore;heading;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""metopic"")";;;;Photoscore;Score on photographs in 3 directions on a four-point scale: normal, mild, moderate, severe
visits_synostosis;;;metopic_photo1;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""metopic"")";;;;Hypotelorism;Abnormally small interocular distance.
visits_synostosis;;;metopic_photo2;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""metopic"")";;;;Wedging of the forehead;A pointed appearance of the forehead, the phenotype is considered more severe if the midline of the forehead is more pronounced and with a more acute angle.
visits_synostosis;;;metopic_photo3;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""metopic"")";;;;Temporal hollowing;Abnormal temporal hollowing/pinching above the supraorbital bar on the lateral sides of the forehead.
visits_synostosis;;;metopic_photo_overall;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""metopic"")";;;;Overall phenotype;
visits_synostosis;;;metopic_photo_total;int;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""metopic"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""metopic"")";parseInt(((typeof metopic_photo1=== 'undefined')?0:metopic_photo1?.name) || 0 )+ parseInt(((typeof metopic_photo2=== 'undefined')?0:metopic_photo2?.name) || 0 )+parseInt(((typeof metopic_photo3=== 'undefined')?0:metopic_photo3?.name) || 0 );;;Total phenotype;
visits_synostosis;;;unicoronal_photoscore;heading;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp1Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp2Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp4Yr"" && (suture?.name=== ""coronalUnilateral""|| suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp6Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp21Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal""))";;;;Photoscore;Score on photographs in 3 directions on a four-point scale: normal, mild, moderate, severe (score yet to be investigated)
visits_synostosis;;;unicoronal_photo1;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp1Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp2Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp4Yr"" && (suture?.name=== ""coronalUnilateral""|| suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp6Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp21Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal""))";;;;Orbital vertical dystopia;The eyes/orbits are not level with one another
visits_synostosis;;;unicoronal_photo2;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp1Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp2Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp4Yr"" && (suture?.name=== ""coronalUnilateral""|| suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp6Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp21Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal""))";;;;Temporal hollowing;Abnormal temporal hollowing/pinching above the supraorbital bar on the lateral sides of the affected side of the forehead
visits_synostosis;;;unicoronal_photo3;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp1Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp2Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp4Yr"" && (suture?.name=== ""coronalUnilateral""|| suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp6Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp21Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal""))";;;;Abnormal shape of the forehead;Flattened forehead on affected side
visits_synostosis;;;unicoronal_photo4;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp1Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp2Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp4Yr"" && (suture?.name=== ""coronalUnilateral""|| suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp6Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp21Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal""))";;;;Deviation of the nose;Deviation of the nose to the unaffected side of the face
visits_synostosis;;;unicoronal_photo_overall;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp1Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp2Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp4Yr"" && (suture?.name=== ""coronalUnilateral""|| suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp6Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp21Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal""))";;;;Overall phenotype;
visits_synostosis;;;unicoronal_photo_total;int;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp1Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp2Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp4Yr"" && (suture?.name=== ""coronalUnilateral""|| suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp6Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal"")) || (typeVisit?.name=== ""followUp21Yr"" && (suture?.name=== ""coronalUnilateral"" || suture?.name=== ""frontosphenoidal""))";parseInt(((typeof unicoronal_photo1=== 'undefined')?0:unicoronal_photo1?.name) || 0 )+parseInt(((typeof unicoronal_photo2=== 'undefined')?0:unicoronal_photo2?.name) || 0 )+parseInt(((typeof unicoronal_photo3=== 'undefined')?0:unicoronal_photo3?.name) || 0 )+parseInt(((typeof unicoronal_photo4=== 'undefined')?0:unicoronal_photo4?.name) || 0 );;;Total phenotype;
visits_synostosis;;;bicoronal_photoscore;heading;;false;;;;;;;;"((which_suture?.some(which_suture=>(which_suture.name === ""coronalUnilateral""))) && typeVisit?.name=== ""preoperativeVisit"") && !(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name === ""lambdoidUnilateral""||which_suture.name ===""frontosphenoidal"" || which_suture.name ===""multipleSutures"")))";;;;Photoscore;Score on photographs in 3 directions on a four-point scale: normal, mild, moderate, severe (score yet to be investigated)
visits_synostosis;;;bicoronal_photo1;ontology;;false;cranioOntology;photo;;;${label};;;"((which_suture?.some(which_suture=>(which_suture.name === ""coronalUnilateral""))) && typeVisit?.name=== ""preoperativeVisit"") && !(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name === ""lambdoidUnilateral""||which_suture.name ===""frontosphenoidal"" || which_suture.name ===""multipleSutures"")))";;;;Retrusion of supraorbital rim;
visits_synostosis;;;bicoronal_photo2;ontology;;false;cranioOntology;photo;;;${label};;;"((which_suture?.some(which_suture=>(which_suture.name === ""coronalUnilateral""))) && typeVisit?.name=== ""preoperativeVisit"") && !(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name === ""lambdoidUnilateral""||which_suture.name ===""frontosphenoidal"" || which_suture.name ===""multipleSutures"")))";;;;Broad forehead;
visits_synostosis;;;bicoronal_photo3;ontology;;false;cranioOntology;photo;;;${label};;;"((which_suture?.some(which_suture=>(which_suture.name === ""coronalUnilateral""))) && typeVisit?.name=== ""preoperativeVisit"") && !(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name === ""lambdoidUnilateral""||which_suture.name ===""frontosphenoidal"" || which_suture.name ===""multipleSutures"")))";;;;Temporal retrusion;
visits_synostosis;;;bicoronal_photo_overall;ontology;;false;cranioOntology;photo;;;${label};;;"((which_suture?.some(which_suture=>(which_suture.name === ""coronalUnilateral""))) && typeVisit?.name=== ""preoperativeVisit"") && !(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name === ""lambdoidUnilateral""||which_suture.name ===""frontosphenoidal"" || which_suture.name ===""multipleSutures"")))";;;;Overall phenotype;
visits_synostosis;;;bicoronal_photo_total;int;;false;;;;;;;;"((which_suture?.some(which_suture=>(which_suture.name === ""coronalUnilateral""))) && typeVisit?.name=== ""preoperativeVisit"") && !(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name === ""lambdoidUnilateral""||which_suture.name ===""frontosphenoidal"" || which_suture.name ===""multipleSutures"")))";parseInt(((typeof bicoronal_photo1=== 'undefined')?0:bicoronal_photo1?.name) || 0 )+parseInt(((typeof bicoronal_photo2=== 'undefined')?0:bicoronal_photo2?.name) || 0 )+parseInt(((typeof bicoronal_photo3=== 'undefined')?0:bicoronal_photo3?.name) || 0 );;;Total phenotype;
visits_synostosis;;;lambdoid_photoscore;heading;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""lambdoidUnilateral"")";;;;Photoscore;Score on photographs in 3 directions on a four-point scale: normal, mild, moderate, severe (score yet to be investigated)
visits_synostosis;;;lambdoid_photo_1;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""lambdoidUnilateral"")";;;;Ipsilateral flattening of occiput;
visits_synostosis;;;lambdoid_photo_2;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""lambdoidUnilateral"")";;;;Ipsilateral occipitomastoid bulging;
visits_synostosis;;;lambdoid_photo_3;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""lambdoidUnilateral"")";;;;Contralateral parietal bulging;
visits_synostosis;;;lambdoid_photo_overall;ontology;;false;cranioOntology;photo;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""lambdoidUnilateral"")";;;;Overall phenotype;
visits_synostosis;;;lambdoid_photo_total;int;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""lambdoidUnilateral"") || (typeVisit?.name=== ""followUp21Yr"" && suture?.name=== ""lambdoidUnilateral"")";parseInt(((typeof lambdoid_photo_1=== 'undefined')?0:lambdoid_photo_1?.name) || 0 )+parseInt(((typeof lambdoid_photo_2=== 'undefined')?0:lambdoid_photo_2?.name) || 0 )+parseInt(((typeof lambdoid_photo_3=== 'undefined')?0:lambdoid_photo_3?.name) || 0 );;;Total phenotype;
visits_synostosis;;;multisuture_photoscore;heading;;false;;;;;;;;"(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name ===""lambdoidRight"" || which_suture.name ===""lambdoidLeft"" || which_suture.name ===""frontosphenoidal""|| which_suture.name ===""other""))) && typeVisit?.name=== ""preoperativeVisit""";;;;Photoscore;Score on photographs in 3 directions on a four-point scale: normal, mild, moderate, severe (score yet to be investigated)
visits_synostosis;;;multisuture_photo1;ontology;;false;cranioOntology;photo;;;${label};;;"(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name ===""lambdoidRight"" || which_suture.name ===""lambdoidLeft"" || which_suture.name ===""frontosphenoidal""|| which_suture.name ===""other""))) && typeVisit?.name=== ""preoperativeVisit""";;;;Orbital dystopia;
visits_synostosis;;;multisuture_photo2;ontology;;false;cranioOntology;photo;;;${label};;;"(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name ===""lambdoidRight"" || which_suture.name ===""lambdoidLeft"" || which_suture.name ===""frontosphenoidal""|| which_suture.name ===""other""))) && typeVisit?.name=== ""preoperativeVisit""";;;;Deviation of the nose;
visits_synostosis;;;multisuture_photo3;ontology;;false;cranioOntology;photo;;;${label};;;"(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name ===""lambdoidRight"" || which_suture.name ===""lambdoidLeft"" || which_suture.name ===""frontosphenoidal""|| which_suture.name ===""other""))) && typeVisit?.name=== ""preoperativeVisit""";;;;Parietal bulging;
visits_synostosis;;;multisuture_photo4;ontology;;false;cranioOntology;photo;;;${label};;;"(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name ===""lambdoidRight"" || which_suture.name ===""lambdoidLeft"" || which_suture.name ===""frontosphenoidal""|| which_suture.name ===""other""))) && typeVisit?.name=== ""preoperativeVisit""";;;;Shape of the occiput;
visits_synostosis;;;multisuture_photo5;ontology;;false;cranioOntology;photo;;;${label};;;"(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name ===""lambdoidRight"" || which_suture.name ===""lambdoidLeft"" || which_suture.name ===""frontosphenoidal""|| which_suture.name ===""other""))) && typeVisit?.name=== ""preoperativeVisit""";;;;Shape of the forehead;
visits_synostosis;;;multisuture_photo_overall;ontology;;false;cranioOntology;photo;;;${label};;;"(which_suture?.some(which_suture=>(which_suture.name ===""sagittal"" ||which_suture.name ===""metopic"" || which_suture.name ===""lambdoidRight"" || which_suture.name ===""lambdoidLeft"" || which_suture.name ===""frontosphenoidal""|| which_suture.name ===""other""))) && typeVisit?.name=== ""preoperativeVisit""";;;;Overall phenotype;
